Temperature,Humidity,PM2.5,PM10,NO2,SO2,CO,Proximity_to_Industrial_Areas,Population_Density,Air Quality,weighted_pollution,pm_fine_ratio,population_exposure
23.0,44.5,2.3,10.6,13.7,6.3,1.13,11.5,537,Good,7.47,0.21698113207547168,18274.11
30.5,76.2,26.8,46.5,40.0,9.3,2.4,9.9,624,Poor,33.6,0.5763440860215054,78000.0
39.0,107.1,11.2,29.4,44.6,19.3,3.65,2.8,713,Hazardous,24.15,0.38095238095238093,77110.95
22.8,76.0,12.3,22.0,27.1,12.2,1.54,12.1,577,Moderate,18.16,0.5590909090909091,43355.78
27.8,56.8,2.5,9.5,12.5,7.0,1.04,12.1,258,Good,7.05,0.2631578947368421,8395.32
29.0,81.3,60.0,76.1,24.2,5.8,1.05,6.4,511,Moderate,52.25,0.7884362680683312,85413.65000000001
41.8,75.4,23.7,34.7,37.7,6.8,1.42,5.9,527,Poor,28.11,0.6829971181556195,54976.64000000001
26.8,91.1,16.6,21.3,25.8,6.4,1.72,7.7,571,Moderate,18.830000000000002,0.7793427230046949,41009.22
30.7,81.9,0.5,11.4,26.4,20.0,1.71,5.2,650,Moderate,10.9,0.043859649122807015,39006.5
30.4,90.7,91.5,98.9,22.1,9.6,1.52,5.3,598,Moderate,71.65,0.9251769464105156,133724.76
28.1,93.7,35.0,50.7,46.0,19.4,1.66,4.0,487,Poor,40.35,0.6903353057199211,74394.12
25.0,87.3,49.8,70.3,35.2,15.4,2.85,4.7,680,Hazardous,49.59,0.7083926031294452,118013.99999999999
41.1,82.1,30.0,52.7,35.7,14.9,2.46,4.0,654,Poor,36.440000000000005,0.5692599620493358,88787.04000000001
28.3,72.7,56.8,70.2,34.4,10.3,1.75,5.1,486,Poor,51.690000000000005,0.809116809116809,84296.70000000001
37.9,79.6,28.0,37.4,33.2,13.6,1.93,4.9,608,Poor,30.42,0.7486631016042781,69391.04000000001
42.5,108.2,109.2,116.8,43.5,21.2,2.07,4.6,741,Hazardous,89.54,0.9349315068493151,216942.56999999998
29.9,86.3,8.3,19.9,21.0,7.9,1.44,9.1,487,Moderate,14.279999999999998,0.4170854271356785,28508.98
32.0,101.4,60.3,78.5,45.4,25.0,3.01,4.3,698,Hazardous,59.25,0.7681528662420382,148122.58000000002
33.8,53.7,11.2,30.1,25.8,10.6,1.23,5.3,640,Moderate,19.729999999999997,0.3720930232558139,50515.200000000004
22.0,56.3,5.7,12.5,16.8,6.1,1.01,12.2,230,Good,10.0,0.456,9685.299999999997
21.3,41.7,6.9,10.9,21.2,3.7,1.0,12.8,298,Good,10.639999999999999,0.6330275229357798,13022.6
26.8,76.1,3.8,10.1,25.1,4.7,1.01,10.3,394,Good,10.040000000000001,0.37623762376237624,17615.74
22.6,70.7,0.8,7.4,26.3,1.8,1.07,10.8,481,Good,7.98,0.10810810810810811,17974.97
32.1,75.6,16.2,21.1,18.9,12.4,1.44,9.3,405,Moderate,17.83,0.7677725118483412,28366.199999999997
35.2,86.4,47.2,61.0,21.7,13.8,2.24,3.7,514,Poor,42.90000000000001,0.7737704918032787,75013.16
46.1,80.5,42.3,58.5,32.1,28.4,2.4,2.7,705,Hazardous,43.730000000000004,0.7230769230769231,115408.49999999999
29.2,54.0,2.5,8.7,27.7,10.5,1.4,5.7,327,Moderate,10.200000000000001,0.2873563218390805,16611.6
26.0,71.5,31.4,34.6,21.3,3.9,0.97,12.7,463,Good,27.590000000000003,0.907514450867052,42674.71
45.2,93.2,51.2,79.2,35.4,23.3,2.16,3.7,565,Hazardous,53.650000000000006,0.6464646464646465,108061.90000000001
22.6,40.8,4.6,10.6,20.9,5.7,1.11,12.6,315,Good,9.77,0.43396226415094336,13516.65
24.0,51.2,14.1,16.5,26.0,7.4,0.97,10.2,264,Good,16.529999999999998,0.8545454545454545,17152.079999999998
27.4,77.3,12.9,21.1,16.4,15.8,1.81,8.0,406,Moderate,16.35,0.6113744075829384,27612.059999999998
32.6,79.6,42.8,51.4,14.1,13.3,1.55,7.5,633,Moderate,36.69,0.8326848249027237,77953.94999999998
22.2,57.5,3.6,5.6,16.7,7.6,0.86,11.6,460,Good,7.22,0.6428571428571429,15805.6
31.4,63.1,4.3,15.6,21.9,16.4,1.45,5.9,625,Moderate,12.42,0.27564102564102566,37281.25
26.1,83.8,33.2,36.9,23.6,2.7,0.82,19.1,310,Good,29.34,0.899728997289973,30138.2
25.1,63.9,5.0,8.8,17.3,6.3,1.12,11.0,367,Good,8.730000000000002,0.5681818181818181,14136.840000000002
41.2,92.2,36.1,49.5,42.2,17.1,2.39,2.7,815,Hazardous,39.440000000000005,0.7292929292929293,120041.34999999998
37.1,47.9,18.1,26.7,20.4,14.7,1.53,10.3,467,Moderate,20.799999999999997,0.6779026217228465,38027.810000000005
25.8,53.0,14.7,20.4,13.2,5.7,0.82,11.1,259,Good,15.21,0.7205882352941176,14198.38
30.4,44.2,7.8,11.4,22.0,5.9,0.92,11.3,446,Good,11.530000000000001,0.6842105263157895,21416.920000000002
35.6,82.5,1.8,11.9,20.6,14.6,1.63,10.1,672,Moderate,9.870000000000001,0.15126050420168066,33956.16
28.2,75.4,1.2,13.0,35.9,2.6,1.42,5.5,539,Moderate,11.819999999999999,0.0923076923076923,29170.680000000004
22.6,69.0,1.2,7.7,12.2,5.6,1.18,11.8,481,Good,5.79,0.15584415584415584,13410.279999999999
16.9,72.9,1.3,0.2,27.6,6.4,0.97,13.7,339,Good,6.74,6.5,12363.33
15.3,48.0,16.6,20.7,26.5,3.9,0.94,12.5,263,Good,18.540000000000003,0.8019323671497586,18052.319999999996
38.0,84.6,34.2,62.4,43.8,17.8,2.62,6.7,598,Hazardous,42.94,0.5480769230769231,96170.36
28.6,67.5,0.2,4.9,19.0,4.5,1.04,11.4,444,Good,5.800000000000001,0.04081632653061224,13160.16
37.6,99.5,142.3,157.1,36.3,20.8,1.82,2.8,528,Hazardous,113.39000000000001,0.9057924888605985,189192.96
16.8,46.5,7.7,10.2,26.2,4.2,0.85,11.6,249,Good,11.799999999999999,0.7549019607843138,12238.35
24.8,39.7,5.0,13.2,20.3,5.8,1.1,10.5,418,Good,10.6,0.3787878787878788,18977.2
27.1,76.4,8.0,13.0,21.7,3.4,0.86,10.0,407,Good,11.78,0.6153846153846154,19112.719999999998
30.0,78.0,9.7,14.5,15.5,7.2,1.05,12.3,554,Good,12.05,0.6689655172413793,26564.3
27.5,65.9,19.3,31.5,24.6,7.2,1.74,5.4,609,Moderate,22.810000000000002,0.6126984126984127,51363.05999999999
34.9,80.9,21.4,32.8,50.8,16.6,2.11,3.8,797,Hazardous,30.22,0.6524390243902439,98596.87
28.4,54.4,5.5,17.5,29.1,12.2,1.5,7.3,663,Moderate,14.49,0.3142857142857143,43625.40000000001
22.7,79.5,1.0,8.1,12.2,6.5,1.03,12.4,439,Good,5.92,0.1234567901234568,12656.369999999999
20.3,52.3,2.0,6.0,25.1,4.7,0.95,13.4,277,Good,8.09,0.3333333333333333,10733.75
35.3,71.2,12.9,39.3,34.8,14.1,2.42,5.7,401,Poor,25.32,0.32824427480916035,41511.52
21.8,72.4,4.0,7.5,19.4,-0.3,1.15,12.2,490,Good,7.7,0.5333333333333333,15557.499999999998
32.8,51.2,23.8,29.2,35.6,7.4,1.48,8.9,586,Moderate,26.14,0.815068493150685,57123.28
38.7,72.4,3.4,23.9,25.4,22.6,2.27,3.9,765,Poor,15.87,0.14225941422594143,59341.049999999996
37.6,47.8,45.5,49.8,27.7,13.9,1.25,10.3,511,Moderate,40.07,0.9136546184738956,70594.65000000001
29.4,73.1,11.7,28.0,24.5,13.2,1.51,8.0,459,Moderate,19.3,0.4178571428571428,36219.69
38.8,64.6,21.5,31.9,21.2,9.0,1.48,5.8,545,Moderate,23.309999999999995,0.6739811912225706,46368.6
30.5,74.7,17.5,22.8,26.3,9.9,1.61,7.9,441,Moderate,20.09,0.7675438596491228,34446.51
23.3,81.8,27.0,34.6,33.4,14.0,1.65,5.3,505,Moderate,29.259999999999998,0.7803468208092486,55878.25
31.3,49.2,7.2,14.9,29.3,11.9,1.37,6.7,340,Moderate,14.4,0.48322147651006714,21987.8
26.5,42.4,4.7,14.1,18.0,1.7,0.94,12.0,457,Good,9.879999999999999,0.33333333333333337,18024.079999999998
20.7,77.0,15.2,20.3,15.8,3.7,0.96,16.0,368,Good,15.7,0.7487684729064039,20593.28
21.6,46.5,6.5,15.7,21.8,7.8,1.03,15.0,602,Good,12.450000000000001,0.4140127388535032,31803.66
26.0,64.3,22.6,38.3,33.3,14.4,1.48,7.0,359,Moderate,28.630000000000003,0.5900783289817233,39518.72
28.1,65.8,3.1,8.6,14.6,5.2,0.86,10.9,370,Good,7.26,0.3604651162790698,11973.199999999999
27.4,61.2,24.3,32.1,23.8,4.8,0.98,11.6,345,Good,24.590000000000003,0.7570093457943925,29663.100000000002
21.9,60.3,0.0,3.1,20.0,3.0,0.92,10.3,396,Good,5.2299999999999995,0.0,10699.920000000002
21.8,70.4,16.5,22.3,24.1,1.9,0.94,12.3,420,Good,18.3,0.7399103139013453,27610.8
40.0,84.4,47.0,59.3,22.4,3.1,1.51,6.0,453,Moderate,41.38,0.7925801011804385,60389.429999999986
19.8,75.8,1.5,6.7,28.9,10.9,0.94,6.7,636,Moderate,9.48,0.22388059701492538,31125.84
29.3,64.2,18.7,27.4,32.1,10.8,1.52,6.6,392,Moderate,23.200000000000003,0.6824817518248175,35483.84
29.8,67.7,3.6,12.7,17.0,6.8,1.01,13.7,550,Good,9.33,0.28346456692913385,22610.5
25.5,63.0,29.1,38.7,28.8,4.7,1.32,5.9,527,Moderate,29.48,0.751937984496124,54080.740000000005
38.2,54.8,43.9,53.5,21.1,9.0,1.47,5.0,485,Moderate,38.73,0.8205607476635514,62550.45
47.3,75.6,75.8,92.0,36.3,17.4,1.76,5.0,503,Poor,66.92,0.8239130434782609,112299.78
29.4,64.5,0.7,4.7,16.4,4.7,1.1,11.1,520,Good,5.4399999999999995,0.14893617021276595,14352.0
47.2,76.9,1.5,27.0,34.4,20.2,2.45,6.0,939,Hazardous,17.599999999999998,0.05555555555555555,80331.45
29.6,73.6,2.3,8.1,26.0,0.2,1.12,11.9,490,Good,8.57,0.2839506172839506,18482.799999999996
28.4,71.7,13.3,15.0,16.8,8.2,1.11,11.4,360,Good,14.0,0.8866666666666667,19587.6
33.2,84.3,106.5,127.3,34.7,11.8,2.29,3.8,586,Poor,88.91,0.8366064414768264,165597.74000000002
26.3,49.6,6.0,8.9,24.2,9.8,1.06,10.6,199,Good,10.89,0.6741573033707865,9942.04
30.7,102.0,7.9,26.1,41.6,26.1,2.31,4.8,765,Hazardous,21.92,0.30268199233716475,79567.65000000001
27.5,85.0,57.1,72.3,33.7,9.6,1.86,5.4,537,Moderate,52.230000000000004,0.789764868603043,93738.72
21.0,94.7,7.6,16.7,35.6,9.9,1.7,5.2,388,Poor,16.16,0.4550898203592814,27742.0
34.5,60.8,37.1,47.4,28.7,9.1,2.04,3.4,484,Poor,35.71,0.7827004219409284,60180.560000000005
33.7,83.2,1.6,25.2,34.3,12.0,2.59,6.2,551,Poor,16.259999999999998,0.0634920634920635,41705.19
36.4,58.0,18.3,23.6,30.5,13.7,1.49,5.1,363,Moderate,21.87,0.7754237288135593,31795.170000000002
33.5,44.8,36.7,44.4,21.0,9.7,1.23,10.1,547,Moderate,33.17,0.8265765765765767,61827.41
34.9,66.8,8.4,20.7,32.8,11.8,1.21,8.2,623,Moderate,17.31,0.4057971014492754,46668.93
37.8,74.6,19.6,29.0,22.2,12.7,1.4,5.2,417,Moderate,22.25,0.6758620689655173,35403.3
23.1,71.0,4.9,9.9,17.7,4.4,1.01,11.8,342,Good,8.91,0.494949494949495,12965.220000000001
29.0,39.7,8.9,16.2,26.2,4.2,0.97,15.0,250,Good,14.08,0.5493827160493827,14117.5
24.4,63.7,31.1,34.2,16.4,-0.2,0.99,10.7,501,Good,25.960000000000004,0.9093567251461988,41327.49
25.8,78.2,14.0,20.2,23.3,6.6,1.01,18.8,576,Good,16.98,0.6930693069306931,37503.36000000001
26.2,64.3,16.2,19.4,18.5,9.0,1.08,11.3,566,Good,16.9,0.8350515463917526,36325.88
31.5,61.9,105.9,105.0,22.4,4.8,1.16,6.1,577,Moderate,78.82000000000002,1.0085714285714287,138053.02000000002
24.4,44.8,4.1,7.4,23.7,4.0,0.91,11.9,241,Good,9.000000000000002,0.554054054054054,9666.51
31.4,79.4,55.7,62.7,24.1,11.5,1.46,7.8,361,Moderate,47.06,0.8883572567783095,56121.060000000005
26.7,72.4,4.2,16.3,18.9,11.7,1.45,12.0,527,Moderate,11.52,0.25766871165644173,27693.850000000002
29.7,54.0,0.2,7.6,15.6,4.4,0.93,10.8,401,Good,5.920000000000001,0.026315789473684213,11520.73
23.6,47.8,3.8,6.4,14.0,3.3,1.09,10.4,209,Good,6.57,0.5937499999999999,5975.31
32.2,62.7,1.5,7.6,19.7,4.3,0.95,10.3,348,Good,7.25,0.19736842105263158,11849.4
24.9,66.8,7.0,11.8,24.5,8.9,0.93,10.2,388,Good,12.13,0.5932203389830508,20614.440000000002
42.8,78.6,31.8,44.5,32.4,26.0,1.98,3.8,598,Poor,35.15,0.7146067415730337,81734.63999999998
32.4,56.0,3.3,15.6,28.8,6.5,1.49,7.6,506,Moderate,12.410000000000002,0.21153846153846154,28179.140000000003
33.3,64.4,17.0,33.1,25.1,10.6,1.39,5.9,511,Moderate,22.81,0.5135951661631419,44554.090000000004
27.5,55.4,32.5,47.0,22.1,12.7,1.66,5.2,298,Moderate,32.790000000000006,0.6914893617021277,34556.08
34.1,67.9,40.1,47.1,34.6,1.0,1.72,9.5,462,Moderate,37.190000000000005,0.851380042462845,57528.240000000005
39.4,109.1,34.9,56.8,36.1,3.1,2.02,5.7,454,Poor,38.53,0.6144366197183099,60345.67999999999
32.7,62.6,50.5,66.6,31.5,9.2,1.26,7.1,473,Moderate,47.400000000000006,0.7582582582582583,75235.38
36.3,84.9,5.3,14.1,33.0,16.5,1.9,5.3,718,Poor,14.6,0.375886524822695,50834.40000000001
36.3,70.0,58.7,71.9,42.1,12.1,2.37,3.9,539,Poor,54.68000000000001,0.8164116828929068,100884.63
24.2,68.2,2.0,6.3,20.3,8.2,1.04,10.5,267,Good,7.57,0.31746031746031744,10103.279999999999
36.4,82.7,19.7,36.6,39.2,15.9,1.72,9.0,782,Poor,28.29,0.5382513661202185,88459.84
24.6,58.0,7.5,19.0,25.7,3.4,1.57,12.7,617,Moderate,14.18,0.39473684210526316,35273.89
33.4,80.2,10.3,32.4,40.3,12.9,1.36,2.6,597,Hazardous,23.189999999999998,0.31790123456790126,58064.22
28.6,83.7,2.5,9.1,24.5,17.5,1.38,6.3,466,Moderate,10.38,0.27472527472527475,25620.68
18.8,46.7,0.6,5.5,13.4,7.0,1.01,11.5,484,Good,5.2700000000000005,0.10909090909090909,13314.84
34.6,75.7,3.7,27.7,32.2,3.9,1.91,3.6,703,Poor,16.62,0.13357400722021662,48795.229999999996
24.1,60.2,6.3,12.2,30.8,17.6,1.44,8.0,353,Moderate,14.1,0.5163934426229508,24124.02
33.6,57.0,3.4,8.2,17.6,3.5,1.12,13.1,297,Good,7.6899999999999995,0.41463414634146345,10044.54
42.7,70.1,123.7,128.1,28.7,2.4,1.89,4.2,765,Poor,93.88999999999999,0.9656518345042936,217864.35
34.4,75.8,7.2,22.6,35.5,12.0,1.42,9.5,582,Moderate,17.96,0.3185840707964602,45815.04
26.7,61.9,11.8,16.3,13.0,6.3,0.85,16.7,361,Good,12.84,0.7239263803680982,17418.25
32.7,79.1,17.2,29.7,23.9,17.0,1.25,7.5,504,Moderate,22.27,0.5791245791245792,44881.2
31.8,86.3,2.6,14.8,38.6,17.7,2.07,3.7,551,Poor,14.97,0.17567567567567569,41749.27
24.1,52.5,8.2,9.5,22.3,3.5,0.82,11.5,511,Good,10.94,0.863157894736842,22647.52
25.2,88.9,22.3,44.2,34.1,17.5,2.33,4.4,578,Poor,30.75,0.504524886877828,69608.54
43.0,96.5,14.6,38.1,39.7,17.3,2.17,5.4,591,Hazardous,26.94,0.3832020997375328,66115.17
39.9,112.1,37.2,54.7,50.8,21.8,2.58,2.8,556,Hazardous,43.63,0.680073126142596,92896.48000000001
28.6,91.5,61.2,82.7,39.5,7.5,1.97,4.6,639,Poor,57.940000000000005,0.7400241837968561,123243.93000000001
30.1,89.5,26.2,38.9,45.4,19.1,2.18,4.2,658,Poor,33.14,0.6735218508997429,86711.24
33.7,72.5,6.9,22.6,22.8,16.2,1.48,8.5,644,Moderate,15.720000000000002,0.3053097345132743,45067.12
30.4,72.9,10.9,25.7,29.3,8.9,1.58,5.3,655,Moderate,18.82,0.4241245136186771,50028.899999999994
29.5,62.3,3.4,12.5,17.9,6.7,1.05,10.5,439,Good,9.360000000000001,0.272,18240.449999999997
28.4,45.1,9.7,15.9,23.0,6.5,0.99,12.6,303,Good,13.9,0.610062893081761,16995.27
44.6,94.9,78.9,98.3,40.6,23.9,2.44,4.3,670,Hazardous,71.56,0.8026449643947101,163573.8
30.0,85.3,9.2,18.2,25.8,5.2,1.42,10.2,503,Moderate,14.82,0.5054945054945055,30089.460000000003
24.7,68.9,4.2,11.1,14.8,2.4,1.06,15.9,475,Good,8.21,0.3783783783783784,15941.000000000002
28.6,71.9,4.1,17.7,44.3,4.1,1.48,4.9,780,Poor,16.22,0.23163841807909605,55910.399999999994
32.3,87.0,54.7,69.9,56.1,26.6,2.5,2.7,801,Hazardous,56.730000000000004,0.7825464949928469,168049.80000000002
23.5,76.1,0.2,7.4,26.9,3.4,0.9,11.2,277,Good,8.02,0.02702702702702703,10747.599999999999
38.0,70.6,100.0,117.5,32.4,7.0,2.4,4.1,477,Poor,82.43,0.851063829787234,123686.09999999998
31.8,67.3,17.7,23.4,22.1,9.6,2.49,5.9,689,Poor,19.48,0.7564102564102564,51874.81
24.2,41.4,22.6,31.1,24.7,3.7,1.05,11.2,257,Good,23.680000000000003,0.7266881028938907,21369.550000000003
21.6,77.6,5.0,10.6,17.6,2.5,0.94,11.0,591,Good,8.95,0.4716981132075472,21654.24
29.3,77.1,14.5,19.8,14.0,2.9,1.07,11.6,361,Good,14.830000000000002,0.7323232323232323,18869.469999999998
29.2,77.9,12.9,21.4,24.7,12.6,1.39,6.4,640,Moderate,17.78,0.602803738317757,46713.6
26.1,38.4,0.4,5.4,20.9,3.1,1.12,11.1,387,Good,6.27,0.07407407407407407,11966.039999999999
31.2,53.7,29.4,43.3,29.6,15.4,1.44,8.3,432,Moderate,32.21,0.6789838337182448,51468.479999999996
33.7,88.9,10.2,19.0,23.8,-0.3,1.7,8.3,405,Moderate,14.510000000000003,0.5368421052631579,22032.000000000004
35.5,109.1,77.1,94.8,34.2,21.5,2.42,2.5,870,Hazardous,68.27000000000001,0.8132911392405063,200117.39999999997
22.9,74.4,0.0,1.9,15.7,3.7,0.9,10.3,390,Good,4.08,0.0,8657.999999999998
33.8,88.3,7.6,13.1,26.7,5.6,1.44,5.9,654,Moderate,12.87,0.5801526717557252,35603.76
33.4,98.5,42.7,57.5,47.9,14.3,2.66,2.6,788,Hazardous,45.339999999999996,0.7426086956521739,130067.28
35.8,65.9,58.2,83.7,40.2,13.8,2.09,4.1,413,Poor,57.81,0.6953405017921147,81769.87000000001
37.0,71.8,23.2,38.6,35.4,22.9,1.82,3.4,516,Poor,30.229999999999997,0.6010362694300517,62910.719999999994
22.8,60.1,11.1,14.9,14.8,3.2,1.11,10.8,525,Good,12.190000000000001,0.7449664429530201,23682.75
51.3,58.0,31.2,48.3,34.3,11.5,3.32,2.6,538,Hazardous,34.98,0.6459627329192547,69197.56
32.5,55.8,1.0,13.5,34.3,9.7,1.84,6.0,325,Moderate,12.28,0.07407407407407407,19610.5
29.2,65.3,30.6,34.2,22.6,6.0,1.11,16.0,334,Good,27.62,0.8947368421052632,31566.34
31.2,76.6,23.0,36.0,23.4,12.5,1.39,6.2,384,Moderate,25.93,0.6388888888888888,36975.36
37.2,65.7,1.8,20.4,45.2,14.6,1.45,5.1,506,Poor,17.34,0.08823529411764706,42225.700000000004
27.6,89.6,14.9,33.8,24.3,8.7,1.53,6.3,582,Moderate,21.830000000000002,0.44082840236686394,48439.85999999999
26.8,58.5,39.0,46.5,27.4,8.6,1.59,5.5,466,Moderate,35.89,0.8387096774193549,57359.94
38.3,103.6,12.4,27.7,25.4,11.0,1.87,3.8,441,Poor,19.450000000000003,0.4476534296028881,34561.170000000006
25.2,61.7,27.9,33.6,12.7,5.5,1.08,11.9,300,Good,24.330000000000002,0.8303571428571428,24234.0
21.7,74.1,57.2,74.9,20.9,7.1,1.63,5.0,580,Moderate,50.24000000000001,0.7636849132176234,93803.40000000001
24.6,42.6,12.0,15.2,17.2,5.6,1.2,10.9,516,Good,13.36,0.7894736842105263,26419.2
35.1,78.2,14.0,32.1,28.3,3.0,1.98,3.7,597,Poor,21.19,0.43613707165109034,47389.86000000001
22.3,41.6,11.6,16.2,15.3,2.1,1.04,12.2,236,Good,12.770000000000001,0.7160493827160493,10912.640000000001
30.6,76.2,1.5,15.1,32.6,29.2,1.87,8.4,715,Poor,14.569999999999999,0.09933774834437087,57393.05000000001
23.8,65.2,9.9,14.2,14.6,4.9,0.97,10.7,331,Good,11.63,0.6971830985915494,14752.67
35.5,71.8,7.4,27.5,33.8,22.6,1.91,3.9,676,Poor,20.23,0.2690909090909091,63009.96
27.4,69.9,5.9,9.5,25.2,5.7,0.89,11.9,589,Good,10.82,0.6210526315789474,27794.91
34.3,84.1,12.2,21.4,17.4,13.6,1.29,5.9,626,Moderate,16.14,0.5700934579439252,41247.14
37.0,80.1,35.2,49.4,41.1,21.2,1.84,5.3,469,Poor,39.239999999999995,0.7125506072874495,69759.06
37.2,94.4,20.8,37.1,29.5,10.8,1.66,8.3,531,Poor,26.43,0.5606469002695418,53025.659999999996
20.0,61.2,11.1,17.2,24.2,2.6,1.08,11.3,209,Good,14.7,0.6453488372093024,11741.619999999999
24.6,62.9,0.6,2.6,29.2,4.8,0.99,11.2,387,Good,7.34,0.23076923076923075,14779.530000000002
23.9,42.1,19.2,25.4,16.8,5.2,1.12,11.6,352,Good,19.18,0.7559055118110236,23837.44
41.0,60.7,26.9,56.7,38.4,13.0,2.25,3.5,673,Poor,36.75,0.47442680776014107,92369.25
22.3,82.6,36.7,44.8,31.4,6.5,1.56,5.4,350,Moderate,35.05,0.8191964285714287,42336.0
40.0,90.4,5.4,24.6,36.4,15.3,1.85,4.8,561,Poor,18.35,0.21951219512195122,46871.54999999999
28.0,45.2,7.3,9.7,24.1,2.2,1.13,12.7,286,Good,10.870000000000001,0.7525773195876289,12706.98
36.5,62.0,42.7,54.8,25.3,21.7,2.48,3.5,623,Poor,40.75,0.7791970802919709,91568.54
31.3,56.1,2.3,11.6,21.1,9.0,1.41,10.9,588,Moderate,9.520000000000001,0.1982758620689655,26701.079999999998
30.0,67.1,2.2,7.8,39.2,17.0,2.0,5.2,793,Poor,12.760000000000002,0.2820512820512821,54082.600000000006
27.4,77.3,0.7,12.2,25.3,5.3,1.57,10.8,477,Moderate,9.53,0.05737704918032787,21498.39
31.6,81.1,18.7,30.0,31.6,12.3,1.45,5.5,664,Moderate,24.03,0.6233333333333333,62449.2
25.7,71.4,13.9,18.5,22.2,6.4,1.41,7.7,520,Moderate,16.19,0.7513513513513513,32453.199999999997
22.3,49.8,14.4,18.5,16.5,4.3,1.1,15.4,500,Good,15.040000000000001,0.7783783783783784,27400.0
22.7,73.0,33.6,38.6,30.8,14.2,1.72,10.7,576,Moderate,32.6,0.8704663212435233,68497.92
48.9,62.0,12.2,35.7,45.4,22.7,2.27,2.7,865,Hazardous,26.94,0.3417366946778711,102303.55
37.9,71.0,5.6,21.0,49.8,34.5,3.0,5.0,537,Hazardous,21.95,0.26666666666666666,61164.3
28.1,64.0,11.7,13.8,15.4,3.4,0.93,11.5,373,Good,12.24,0.8478260869565216,16870.789999999997
23.5,74.5,1.7,5.9,25.3,4.9,1.01,12.4,312,Good,8.0,0.28813559322033894,12108.72
30.7,66.4,16.6,24.4,23.3,9.5,1.53,9.5,379,Moderate,19.57,0.6803278688524591,28550.07
30.4,90.1,4.9,20.7,45.0,23.5,2.29,3.6,681,Hazardous,19.520000000000003,0.23671497584541065,65641.59
38.0,77.7,49.8,65.9,42.7,17.2,2.02,6.2,750,Hazardous,49.949999999999996,0.755690440060698,133215.00000000003
34.1,74.6,27.0,47.6,22.4,27.2,2.57,3.5,732,Poor,32.28,0.5672268907563025,92795.63999999998
32.0,75.0,2.5,12.8,32.3,4.3,1.39,5.6,546,Moderate,11.73,0.1953125,29096.34
31.5,72.2,31.2,62.0,32.2,16.1,2.7,3.1,747,Hazardous,39.129999999999995,0.5032258064516129,107717.4
32.0,84.4,30.3,39.1,40.4,21.2,1.99,6.2,454,Poor,34.05,0.7749360613810742,60377.46000000001
27.3,61.6,0.6,2.3,14.0,4.2,0.87,19.0,465,Good,4.15,0.2608695652173913,10216.050000000001
27.7,69.4,0.8,8.4,14.3,4.1,0.86,13.4,425,Good,6.11,0.09523809523809523,12095.5
24.0,65.5,3.6,9.1,25.2,6.7,0.97,14.1,387,Good,9.88,0.39560439560439564,17635.589999999997
28.7,75.2,3.4,7.9,23.3,5.0,0.83,10.3,425,Good,8.89,0.430379746835443,17182.75
25.3,47.1,23.5,28.9,12.5,5.9,1.19,10.9,223,Good,21.16,0.8131487889273357,16053.769999999999
31.2,71.9,56.5,74.2,29.9,11.8,2.14,4.0,602,Poor,52.02,0.761455525606469,105073.08
34.3,94.8,12.6,30.7,52.7,17.5,2.02,4.5,934,Hazardous,26.54,0.41042345276872966,107895.68
37.3,85.0,9.6,23.9,31.2,16.2,2.22,4.9,592,Poor,18.87,0.401673640167364,49207.04
32.4,76.4,22.2,30.0,23.0,10.2,1.47,7.6,331,Moderate,23.500000000000004,0.74,28753.97
21.6,50.3,3.0,6.7,22.7,3.3,1.0,10.1,223,Good,8.08,0.44776119402985076,8184.1
22.1,73.9,4.6,14.5,32.4,22.2,2.1,6.8,492,Poor,14.89,0.3172413793103448,37293.59999999999
23.3,80.6,8.6,11.2,17.2,6.7,1.02,10.9,511,Good,10.91,0.7678571428571429,22851.92
48.8,92.0,2.4,24.9,38.2,16.9,2.84,3.7,664,Hazardous,17.76,0.0963855421686747,56599.36000000001
26.4,52.2,18.0,25.6,22.8,5.9,1.12,10.4,539,Good,20.029999999999998,0.703125,39573.38
28.7,41.0,5.9,10.7,19.7,8.0,1.01,11.6,387,Good,10.31,0.5514018691588786,17534.969999999998
39.6,87.7,2.8,12.5,28.9,2.8,2.05,3.8,692,Poor,10.93,0.22399999999999998,33942.6
30.3,88.4,34.6,49.5,25.8,22.5,1.48,3.4,583,Poor,36.1,0.698989898989899,78052.04
28.3,59.6,26.3,36.6,17.7,9.4,1.45,6.0,278,Moderate,25.98,0.7185792349726776,25423.100000000006
29.7,88.0,3.9,13.9,36.8,10.3,1.7,6.9,457,Moderate,14.12,0.2805755395683453,30436.200000000004
32.4,95.7,0.7,5.8,43.0,21.2,1.87,3.9,525,Poor,12.739999999999998,0.12068965517241378,38099.25000000001
31.2,84.0,28.6,39.4,24.6,12.2,1.3,6.4,438,Moderate,29.4,0.7258883248730965,46471.8
27.7,56.2,6.1,17.1,19.2,11.9,1.61,5.6,507,Moderate,12.6,0.35672514619883033,28346.37
23.1,58.3,3.2,7.3,12.9,5.9,1.03,11.9,295,Good,6.640000000000001,0.4383561643835617,8947.35
18.0,52.5,5.3,11.4,16.8,3.4,0.9,12.2,550,Good,9.24,0.46491228070175433,20790.0
39.1,84.8,4.6,19.1,33.3,5.9,2.11,5.1,620,Poor,14.82,0.2408376963350785,40306.200000000004
